pool_id,cycle,date,surface(ha),days,week,surviving,density(shrimp),density(shrimp/ha),weight(g),growth,biomass(kg),biomass(kg/ha),food(kg),food(kg/ha),type_feeding,Medicion,Alimento acumulado [Kg],FCA
9,2020,2020-07-28,2.31,19,2.7142857142857144,0.8865000000000005,354600.00000000023,153506.4935064935,3.5250000000000004,0.18500000000000005,1249.9650000000008,541.1103896103899,90,38.96103896103896,Boleo/Platos,,1005.0,0.8893293748589677
9,2020,2020-07-29,2.31,20,2.857142857142857,0.8850000000000006,354000.00000000023,153246.75324675324,3.7100000000000004,0.18500000000000005,1313.3400000000008,568.5454545454548,90,38.96103896103896,Boleo/Platos,,1095.0,0.9175157527818737
9,2020,2020-07-30,2.31,21,3.0,0.8835000000000006,353400.00000000023,152987.01298701297,3.9,0.1899999999999995,1378.260000000001,596.649350649351,100,43.290043290043286,Boleo/Platos,1.0,1195.0,0.94964874916558
9,2020,2020-07-31,2.31,22,3.142857142857143,0.8807000000000006,352280.00000000023,152502.1645021645,4.19,0.2900000000000005,1476.0532000000012,638.9840692640697,100,43.290043290043286,Boleo/Platos,,1295.0,0.9549068645046879
9,2020,2020-08-01,2.31,23,3.2857142857142856,0.8779000000000006,351160.00000000023,152017.316017316,4.48,0.29000000000000004,1573.1968000000013,681.0375757575763,100,43.290043290043286,Boleo/Platos,,1395.0,0.9598865145784391
9,2020,2020-08-02,2.31,24,3.4285714285714284,0.8751000000000005,350040.00000000023,151532.46753246753,4.78,0.2999999999999998,1673.1912000000011,724.3251948051952,110,47.61904761904762,Boleo/Platos,,1505.0,0.968910401346508
9,2020,2020-08-03,2.31,25,3.5714285714285716,0.8723000000000005,348920.00000000023,151047.61904761905,5.07,0.29000000000000004,1769.0244000000014,765.8114285714291,110,47.61904761904762,Boleo/Platos,1.0,1615.0,0.9793075646688623
9,2020,2020-08-04,2.31,26,3.7142857142857144,0.8695000000000005,347800.0000000002,150562.77056277057,5.33,0.2599999999999998,1853.774000000001,802.4995670995676,110,47.61904761904762,Boleo/Platos,,1725.0,0.9948819810436047
9,2020,2020-08-05,2.31,27,3.857142857142857,0.87,348000,150649.35064935064,5.59,0.2599999999999998,1945.32,842.12987012987,110,47.61904761904762,Boleo/Platos,,1835.0,1.0052481072848989
9,2020,2020-08-06,2.31,28,4.0,0.8685,347400,150389.61038961037,5.85,0.2599999999999998,2032.2899999999997,879.7792207792206,125,54.112554112554115,Boleo/Platos,1.0,1960.0,1.0248955495479481
9,2020,2020-08-07,2.31,29,4.142857142857143,0.8670000000000001,346800.00000000006,150129.87012987013,6.16,0.3100000000000005,2136.2880000000005,924.8000000000002,125,54.112554112554115,AA/platos,,2085.0,1.034027181276619
9,2020,2020-08-08,2.31,30,4.285714285714286,0.8655000000000002,346200.00000000006,149870.12987012987,6.47,0.3099999999999996,2239.9140000000007,969.6597402597405,125,54.112554112554115,AA/platos,,2210.0,1.0424459461116764
9,2020,2020-08-09,2.31,31,4.428571428571429,0.8635000000000002,345400.00000000006,149523.80952380953,6.79,0.3200000000000003,2345.2660000000005,1015.2666666666669,0,0,AA/platos,,2210.0,0.9930950684067248
9,2020,2020-08-10,2.31,32,4.571428571428571,0.8615000000000002,344600.00000000006,149177.4891774892,7.1,0.3099999999999996,2446.6600000000003,1059.1601731601734,125,54.112554112554115,AA/platos,1.0,2335.0,1.0035414052158365
9,2020,2020-08-11,2.31,33,4.714285714285714,0.8595000000000002,343800.00000000006,148831.16883116882,7.42,0.3200000000000003,2550.9960000000005,1104.3272727272729,125,54.112554112554115,AA/platos,,2460.0,1.011889287794476
9,2020,2020-08-12,2.31,34,4.857142857142857,0.8575000000000002,343000.00000000006,148484.84848484848,7.75,0.33000000000000007,2658.2500000000005,1150.757575757576,125,54.112554112554115,AA/platos,,2585.0,1.0183780802489806
9,2020,2020-08-13,2.31,35,5.0,0.8555000000000001,342200.00000000006,148138.52813852814,8.08,0.33000000000000007,2764.9760000000006,1196.9593073593076,125,54.112554112554115,AA/platos,1.0,2710.0,1.0245452304584064
